"V1"
0
0
0
0
0
3.08558279578256
4.70726645838915
3.74750221984335
0.829965216487622
0
0
0
0
0
0
0
0.00939591913021812
0.0227177091931748
0.0280916713908506
0.02808822716308
0.0304735068040596
0.00235922394529672
0
0
0
0
0
0
0
7.49952362234104
8.72486019107366
7.92897277288163
4.62473469722222
2.28470344445447
0
0
0
0
0
0
2.08666551250562
3.43569373029674
3.99550109609537
3.73967234773971
2.92540248208977
0.27834190417269
0
0
