 Calibrated R3PGN, MLP/NNN,REG,RES,MLP AUG,REG AUG,RES AUG
0.833692121,0.360612512,0.378430814,0.439660549,0.154397994,0.236487314,0.870924473
1.019340346,0.698307276,1.166859627,0.571482956,0.315743953,0.323804915,0.942231894
1.148827414,0.416305333,0.401367903,0.455146462,0.378707796,0.314160973,0.997861564
